"id"	"type"	"review"
25339	"Con"	"CF Card it shipped with... BOO"
25340	"Con"	"Complicated advanced controls."
25341	"Con"	"Small battery, red-eye"
25342	"Con"	"Battery life seems to vary between good and merely adequate."
25343	"Con"	"None"
25344	"Con"	"proprietary battery, shutter lag"
25345	"Con"	"Mine didn't come with case, but that's the only complaint"
25346	"Con"	"Lens cover is plastic, Software is confusing"
25347	"Con"	"costly battery runs out fast. Especially in cold weather."
25348	"Con"	"Urmmmmm... I'll think about it... The flash."
25349	"Con"	"Extremely easy to damage, Canon customer support is terrible"
25350	"Con"	"battery life, flimsy rubber port cover"
25351	"Con"	"Battery life, slow startup cycle times, under-powered flash&amp;#13;&amp;#10;"
25352	"Con"	"need extra battery, memory."
25353	"Con"	"fragile, stock memory card is not sufficient, short battery life"
25354	"Con"	"Not small enough, instructions are a bit complicated"
25355	"Con"	"Digital Zoom a little fuzzy, need to purchase a carry case."
25356	"Con"	"Battery life"
25357	"Con"	"Battery Life, Slow start up, Red-eye reduction not perfect, Customer Service"
25358	"Con"	"??"
25359	"Con"	"no optical/digital zoom in movie shooting mode, hard-to-use controller, battery dies easily"
25360	"Con"	"Flash, No battery indicator, No Case."
25361	"Con"	"packaged memory too small (16mb), short battery life, inconvenient charging process"
25362	"Con"	"'Slow' lens, camera cannot be mounted as a removeable drive on PC's"
25363	"Con"	"Expensive, some folks may find software confusing"
25364	"Con"	"Sell some memory with the camera, please."
25365	"Con"	"Confusing software, short battery life."
25366	"Con"	"Software, battery life"
25367	"Con"	"Custom battery, 16 MB CF card"
25368	"Con"	"A bit heavy, rocker control is hard to use"
25369	"Con"	"Slightly bulky, lens cover slide, battery life, odd controls"
25370	"Con"	"Flash is a bit weak."
25371	"Con"	"TONS of features...can be a bit daunting at times"
25372	"Con"	"Mediocre flash, no flash shoe, no battery meter, proprietary batteries."
25373	"Con"	"Buttons are very sensitive to moisture, spray, etc."
25374	"Con"	"minor functionality, no battery meter"
25375	"Con"	"Quirky flash effect."
25376	"Con"	"A bit heavy, front cover a bit ""weak"", no battery indicator"
25377	"Con"	"control is a bit awkward, battery life not very long"
25378	"Con"	"the flash"
25379	"Con"	"none"
25380	"Con"	"Little on the heavy side.  Larger than I would prefer."
25381	"Con"	"RAW format a pain. Manual focus tricky. Software needs improvement. No remote shutter release."
25382	"Con"	"Must learn all the options! Many! Get extra battery!"
25383	"Con"	"useless small CF card included, access time slower with larger card"
25384	"Con"	"I'll let you know."
25385	"Con"	"16MB Compact Flash Memory inadequate for this camera!"
25386	"Con"	"No cover for the LCD screen, ZOOM"
25387	"Con"	"It gets heated up when used for 20mins. Poor battery life &amp; night-scene mode"
25388	"Con"	"DUST INSIDE lens. Barrel distortion."
25389	"Con"	"COULD NOT PRINT THE DATE AND TIME ON PHOTO WHEN DOWNLOADED ON THE PC."
25390	"Con"	"Battery compartment spring is a cheap design. Flash is just OK. Battery life is awful!"
25391	"Con"	"Poor picture quality, very poor manual, software very difficult"
25392	"Con"	"Doesn't do well on close-ups - often blurry, flash is very bright, no fill light"
25393	"Con"	"Nothing bad can be said about this camera"
25394	"Con"	"Viewfinder scratches easily, comes with only a 16mb Flash card"
25395	"Con"	"Does not come with a case.  16mb flash card allows for only 20 photos."
25396	"Con"	"Not quite small enough for your pocket, average battery life"
25397	"Con"	"Battery Life is short, no external flash"
25398	"Con"	"Not the most mega pixels on the market, CF cards expensive"
25399	"Con"	"Unflattering strobe pictures, color casts with indoor lighting due to poor auto white balance function"
25400	"Con"	"Fragile Sliding mechanism, Manual focus is a pain."
25401	"Con"	"Pricey, comes only with 8MB flash, no case or AC adapter"
25402	"Con"	"No AC adapter is Supplied. &amp;#13;&amp;#10;price"
25403	"Con"	"AC Adapter not included, limited flash range, no external lenses or flashes"
25404	"Con"	"No Type II Compact Flash Support, Very limited indoor and low light usage"
25405	"Con"	"Under-powered flash"
25406	"Con"	"Under-powered flash"
25407	"Con"	"must be high-tech friendly"
25408	"Con"	"Autofocus isn't always on target, AVI's are good but do you really need them?"
25409	"Con"	"Sometimes fuzzy pictures.  Not the greatest flash"
25410	"Con"	"weak flash, weak macro &amp; price"
25411	"Con"	"Larger than the S110. Relatively high price."
25412	"Con"	"Proprietary Battery; Inaccurate Viewfinder; 8MB Memory"
25413	"Con"	"inaccurate viewfinder, comes with only 8Mb CF card, using lcd really drains the battery, PRICE"
25414	"Con"	"CompactFlash incompatibility, poor download software, forgets settings, rocker switch hard to ""select"""
25415	"Con"	"Slow shutter reaction in auto mode.  Movie mode useless in low light. Batteries suck (literally)"
25416	"Con"	"Dust goes into the eyepiece and dark assist light."
25417	"Con"	"Hard to hold steady at 3 X zoom; red-eye reduction works poorly."
25418	"Con"	"Need to treat delicately, somewhat long delay when snapping a picture"
25419	"Con"	"A bit heavy, short battery life"
25420	"Con"	"Expensive, no manual options, and poor macro capability.&amp;#13;&amp;#10;"
25421	"Con"	"Standard batteries are a little short on life."
25422	"Con"	"2 megapixel resolution"
25423	"Con"	"Pricey for a 2 Megapixel camera, no manual controls"
25424	"Con"	"Lack of manual functions, medium power flash, only 8 MB CF Card, price"
25425	"Con"	"Expensive, battery life"
25426	"Con"	"Special battery type, external charger, flash is weak"
25427	"Con"	"weak flash, weak macro &amp; price"
25428	"Con"	"Price, poor macro ability, no audio in video playback (on camera only)"
25429	"Con"	"Video clips are 6 seconds on highest setting, red eye not always effective"
25430	"Con"	"expensive, 2.1 megapixels"
25431	"Con"	"None"
25432	"Con"	"expensive, battery life slightly short, flash slightly weak, only 2.1 mega pixels"
25433	"Con"	"price, 8 MB CF card, no AC included adapter, weak flash, ISO 100 exposure only"
25434	"Con"	"a little high priced,battery doesn't last as long as the quoted"
25435	"Con"	"You pay for the size."
25436	"Con"	"2.1 MegaPixel, Cost, lack of optional parts."
25437	"Con"	"slow shutter speed, battery life"
25438	"Con"	"only comes with 8MB CF card, have to get a larger one"
25439	"Con"	"Bigger than S200, weak flash, short battery life, other minor quibbles."
25440	"Con"	"Low resolution, heavy, availability of spare batteries."
25441	"Con"	"Pricey, heavy, flimsy battery door, 8 mb CF card"
25442	"Con"	"Tripod socket not centered under lens, rubber cover on side seems like afterthought."
25443	"Con"	"At farther distances using the zoom, the pictures were dark and the color not sharp"
25444	"Con"	"Needs protective sleeve!"
25445	"Con"	"Battery life, delayed response while taking a snapshot, no accessories included"
25446	"Con"	"We wish the battery life was longer."
25447	"Con"	"Only 2.0 Megapixels"
25448	"Con"	"Small Standard Memory"
25449	"Con"	"shutter lag, seems heavy despite small size"
25450	"Con"	"The battery doesnt last that long"
25451	"Con"	"There are smaller cameras now.  Flash slow to warm up"
25452	"Con"	"Still only a 2.1mp camera and comes with only 8mb card."
25453	"Con"	"Lack of accessories such as no bag for the camera and small memory card."
25454	"Con"	"Weak flash, poor battery life"
25455	"Con"	"The picture does not always take properly when holding down the button."
25456	"Con"	"low light focus, $$ battery,no AC, a bit $$$"
25457	"Con"	"Larger than newer digital cameras of comparable price and image quality"
25458	"Con"	"need more professional picture management"
25459	"Con"	"Lacks some features of G2"
25460	"Con"	"Autofocus tends to hunt a lot, slow startup time"
25461	"Con"	"Battery life, under-powered flash, no provision for add-on lenses or external flash&amp;#13;&amp;#10;"
25462	"Con"	"Battery life, limited flash ability."
25463	"Con"	"Flashlight is somewhat uncontrolled"
25464	"Con"	"Very little wrong with this little gem!"
25465	"Con"	"Lens cover durability, LCD scratch resistance."
25466	"Con"	"Optical view-finder sot perfectly aligned with actual photo. Proprietary batteries."
25467	"Con"	"none"
25468	"Con"	"battery life when using flash, supplied media card stores 7 images at max image quality"
25469	"Con"	"Some controls may be tricky for some people to use. Battery indicator is poor."
25470	"Con"	"Optional Case is junk. Lens cover sometimes pops out of alignment."
25471	"Con"	"a little heavy, not necessarily user-friendly, bad software"
25472	"Con"	"Short battery life, toggle button hard to use and unreliable"
25473	"Con"	"Underpowered flash, poor focusing, short battery life."
25474	"Con"	"Exposed LCD Screen."
25475	"Con"	"To small battery, weak flash,long time delay. Manual focus problem in Macro."
25476	"Con"	"Battery life, lens door flimsy, multi-control, Auto setting"
25477	"Con"	"A Little Heavy, Price"
25478	"Con"	"Still a weak flash and somewhat poor/decent battery life."
25479	"Con"	"Weak flash, mediocre battery life, no provision for add on lenses or filters"
25480	"Con"	"Not really compatible for underwater use"
25481	"Con"	"LCD screen"
25482	"Con"	"No RAW mode"
25483	"Con"	"underexposed flash shots, AF assist lamp does not produce better results, small mode dial"
25484	"Con"	"battery life is not that great, night shots aren't an improvement"
25485	"Con"	"Few manual controls, weak flash, battery life"
25486	"Con"	"point and shoot only"
25487	"Con"	"Multi-Segment AF not so great, but center focus is fine."
25488	"Con"	"None"
25489	"Con"	"digital camera learning curve, not as straightforward as film"
25490	"Con"	"Price, flash, is just a point a shoot."
25491	"Con"	"none...except that it's expensive, but it's worth the money"
25492	"Con"	"Low Video Resolution, No Manual Features, Weak Battery"
25493	"Con"	"Canon image service has a sneaky copyright agreement"
25494	"Con"	"Somewhat slow focus times, price"
25495	"Con"	"some manual functions, battery life"
25496	"Con"	"Mode dial keeps shifting when putting into carry bag"
25497	"Con"	"Flash"
25498	"Con"	"Bit expensive"
25499	"Con"	"Overpriced, poor flash, some flatness in pictures, uncomfortable at times to hold while shooting"
25500	"Con"	"Slow autofocus (a little noisy too), a bit pricey, so-so battery life"
25501	"Con"	"very poor reliability, horrible customer service, unreliable autofocus, high price"
25502	"Con"	"Slightly ineffective macro mode.  Rather pricey."
25503	"Con"	"No camera case included, pricey"
25504	"Con"	"None yet."
25505	"Con"	"Videos are low resolution, battery life is okay, 32 MB card is inadequate"
25506	"Con"	"Preliminary setup was a little tough, but very few cons!"
25507	"Con"	"Poor battery life, no provision for add-on lenses or filters"
25508	"Con"	"3x zoom lens, battery life, price"
25509	"Con"	"Clunky software. Price.  Battery goes quick."
25510	"Con"	"Can't hold the camera sideways when shooting movies, No zoom in MPEG mode"
25511	"Con"	"Kinda pricey for some."
25512	"Con"	"The price and software."
25513	"Con"	"Ergonomics"
25514	"Con"	"Expensive , expensive additional battery ,  small size Compact flash memory  card"
25515	"Con"	"rubber cover over usb port, lens cover seems poorly constructed, slow shutter release,"
25516	"Con"	"Can only take proprietary battery pack, a bit on the chubby side"
25517	"Con"	"Poor battery life"
25518	"Con"	"Only minor ones."
25519	"Con"	"battery and small initial CF card, only 3x zoom."
25520	"Con"	"No provision for add-on lenses or filters"
25521	"Con"	"4-way Navigation Button &amp; Proprietary Battery"
25522	"Con"	"Some photos had red eye, doesn't come with carrying case"
25523	"Con"	"Underwater housing does not allow full control, not as sharp as most 4 MP cameras"
25524	"Con"	"It gave poor results in the dark"
25525	"Con"	"Only 3x Zoom lens, red-eye reduction issues, weak flash"
25526	"Con"	"No battery strength indicator, quirky menu controller, fussy macro function, delicate LCD surface."
25527	"Con"	"4 way Nav. button is hard to use.  Batteries are expensive."
25528	"Con"	"4 way navig. buttons hard to use, macro capability not what I expected"
25529	"Con"	"not really a pocketable camera. Macro capability,Red eye"
25530	"Con"	"more noise than the s45 (the s50's 4MP stablemate)"
25531	"Con"	"Lacks flexibility of SLRs and extreme small size of some point-and-shoots"
25532	"Con"	"Weak battery life, no external flash"
25533	"Con"	"Expensive. 5MP is probably overkill for most users."
25534	"Con"	"no provision for filters"
25535	"Con"	"Too heavy, manul features not worth the extra heft."
25536	"Con"	"Slightly soft focus in corners. Image sensor not perfectly square with camera body."
25537	"Con"	"a little noisy"
25538	"Con"	"Noisy.  No USB cable included."
25539	"Con"	"ink runs out very quickly and printer is LOUD!!!!!!!!!!"
25540	"Con"	"Unnecessarily noisy at times."
25541	"Con"	"no cable included, not meant for photo quality printing"
25542	"Con"	"When used for photos ink runs out rather quickly."
25543	"Con"	"No parallel port connection, slow ""warm-up"""
25544	"Con"	"a bit flimsy (but who cares?)"
25545	"Con"	"Prints Photos slowly with low-quality, Extremely LONG ""Warm-Up"" period before printing. No Parallel."
25546	"Con"	"Cartridges do not last long when printing photos"
25547	"Con"	"Slightly noisier than similar models, ink cartridges harder to find"
25548	"Con"	"Does not work. Very tipical of canon products."
25549	"Con"	"Yikes is it noisy!"
25550	"Con"	"Printer cable not included, cheap construction of paper rest and output tray, noisy"
25551	"Con"	"Noisy at times (but not as noisy as my neighbor's rap)...."
25552	"Con"	"Ink runs quickly. Noisy. Slow warm up.  Ink not water resistant.  USB-only,"
25553	"Con"	"Loud and Slow Start Up, Poor Ink Management!"
25554	"Con"	"Paper feed problems, flimsy paper tray,design limits printer placement on desk."
25555	"Con"	"None for the price"
25556	"Con"	"none"
25557	"Con"	"None so far"
25558	"Con"	"Windows XP Installation. Long Distance Number For Tech Support."
25559	"Con"	"ink tank alignments"
25560	"Con"	"None really."
25561	"Con"	"None to speak of"
25562	"Con"	"None so far"
25563	"Con"	"Wet ink smears and spoils prints if you touch too soon.  Slows computer down.  Noisy."
25564	"Con"	"Seems to perform a head clean on turning on and off: wastes ink."
